Tweet,Student,"Sentiment (positive, negative, or Neutral)"
come check out the beautiful art work of steamboats george fargo. we will be featuring his work this winter... URL,Paul Hamilton,positive
rt AT_USER competition: win a swans winter warmer package in this week's prize giveaway - URL URL,Paul Hamilton,positive
at the fence is having a surprise winter box giveaway . be sure to stop in and enter! AT_USER URL,Paul Hamilton,neutral
rt AT_USER AT_USER hi. only cycle routes that form part of a carriageway will be gritted. please see our winter maintenance ht\u2026,Paul Hamilton,neutral
"as winter covers me, the seasons change URL via AT_USER nablopomo",Paul Hamilton,neutral
"rt AT_USER the new pll preview = \ud83d\ude31\ud83d\ude31\ud83d\ude31! watch the winter premiere on tues, jan 12 at 8pm|7c on AT_USER soon to be freeform! URL",Rebecca Lawson,neutral
"rt tenkarachick: ski all morning, fish awhile, repeat. nice early winter days. colorado coloradolife fishing\u2026 URL",Rebecca Lawson,positive
rt AT_USER dec 6: join us for a winter musical interlude: arco violini directed by zachary ebin \u2014 free w/ admission! URL,Rebecca Lawson,positive
hate not being able to just go out &amp; go running. it's a love hate relationship with winter\ud83d\ude41\u2744\ufe0f,Rebecca Lawson,negative
this winter's gonna hurt like a motherfukaa,Rebecca Lawson,negative
AT_USER AT_USER AT_USER winter style is definitely my favorite! boots and scarves!,Rebecca Lawson,positive
i+want+to+win+2+vip+tix+to+AT_USER URL,Rebecca Lawson,neutral
check out these great winter weather workout tips contributed by jessica crate in best self atlanta magazine!!... URL,Rebecca Lawson,positive
green gift guide: the best warm winter wear for kids URL,Rebecca Lawson,positive
"whoever doesn't like winter is crazy, winter is the s***",Rebecca Lawson,positive
rt AT_USER what's china's summer palace like in winter? snow blanket covers red houses &amp; stone bridges in old imperial garden URL,Rebecca Lawson,neutral
winter hat for women real natural mink fur hat with silver fox fur knitted mink fur beanies\u2026 URL URL,Rebecca Lawson,neutral
check out 2015 new fashion autumn winter women brand faux soft leather jackets no motorcycle URL via AT_USER,Rebecca Lawson,positive
"AT_USER buy a ski mask, my nose can't handle winter haha",Rebecca Lawson,negative
"get snowblind, the winter edition from field notes! these handy notebooks go blue in the sun URL URL",Rebecca Lawson,positive
winter gold eye shadow winged liner nude lip | sonjdradeluxe omg yes!!! URL,Rebecca Lawson,positive
rt AT_USER our AT_USER attorney AT_USER will be a featured speaker at the AT_USER winter 2016 conference! URL,Rebecca Lawson,positive
registration for winter is this friday,Rebecca Lawson,neutral
i can not stress how much AT_USER has helped me in packing for winter break.,Rebecca Lawson,positive
i need winter break...like now,Rebecca Lawson,negative
our top story tonight: winter storms bring high winds to the west\u2026 URL,Rebecca Lawson,negative
rt AT_USER do you believe in magic? AT_USER is our winter issue cover star! URL URL,Rebecca Lawson,positive
winter scheming \u2744\ufe0f,Rebecca Lawson,negative
"rt AT_USER i'm gaining weight by the day, there is no motivation to be slim in winter",Rebecca Lawson,negative
"rt rottorealtor: 5 winter home improvement projects for less than $1,000 realtormag URL realestate realtor homes",Rebecca Lawson,positive
the coolest beauty box yet \u2013 the 3-piece julep winter ice beauty box URL,Rebecca Lawson,positive
"if you can't make it to our winter concert in person, watch here at 5:15 pm: URL URL",Rebecca Lawson,neutral
celebrating the 40th anniversary of winter beer URL,Rebecca Lawson,positive
rt AT_USER winter test 2016 two days 125 laps 1.43.414 best time new kawasaki zx10r perfect ;) it will be better next test... https:\u2026,Rebecca Lawson,positive
rt AT_USER best things to do this winter in switzerland winterishere AT_USER AT_USER URL https\u2026,Rebecca Lawson,positive
rt AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER yes a dream when wint\u2026,Rebecca Lawson,positive
well f*** why am i poor URL,Rebecca Lawson,negative
happy thanksgiving from everyone at kosmos insurance - 4 steps to home winter preparation - URL URL,Rebecca Lawson,positive
icymi blindspot boss breaks down the big reveal's from last night's winter finale URL URL,Rebecca Lawson,neutral
hanley ramirez to play winter ball URL redsox mlb,Rebecca Lawson,neutral
rt AT_USER AT_USER &amp; AT_USER rehearsing 6th grade band &amp; choir for winter arts festival 12/12 at nhs!! URL,Rebecca Lawson,positive
it's supposed to be winter tomorrow and i'm not impressed,Rebecca Lawson,negative
rt AT_USER winter roofing: 3 common problems &amp; how to prevent them URL roofing rooftips URL,Rebecca Lawson,positive
"rt AT_USER much like winter, crypto summit 2.0 is coming, mar 30 in sf. register your interest now: URL URL",Rebecca Lawson,neutral
rt AT_USER winter is just around the corner! stay warm and save money by weatherizing your home. homeimprovementtip URL,Rebecca Lawson,positive
pretty sure my mom has mentally checked out for the winter season.,Rebecca Lawson,negative
donate now || help an 'outside dog' survive the freezing cold this winter URL,Rebecca Lawson,positive
rt AT_USER some creative inspiration for visual design this winter. URL digitaldesign visualtrends URL,Rebecca Lawson,positive
rt AT_USER winter's here! panoramic of lake AT_USER home of the AT_USER wildliferesearch station \u2661 URL,Rebecca Lawson,positive
i'm going to make this one. soffritto so good: rachel roddy's winter minestrone soup recipe URL,Rebecca Lawson,positive
pathwaytips: ottawa winter overnight parking regulations now in effect: URL wehelp ottcity orl\u00e9ans,Rebecca Lawson,negative
say what you want but let's not forget lee has a lovely winter coat &amp; a nice cashmere jumper collection. 5 year deal.,Rebecca Lawson,positive
hotter than the sun. the winter couldn't chill me,Rebecca Lawson,positive
rt AT_USER the team from bbc south east today did a great job promoting our winter tree! have a look from 20 minutes in:... URL,Rebecca Lawson,positive
winter precip. warnings &amp; watches wntr wx advsy in efct frm 6 pm thu to 6 pm cst fri ksn mobile apps: URL,Rebecca Lawson,negative
rt AT_USER ultimate winter look tbh URL,Sheila Flood,neutral
it's on the costal path in the winter i'm going to freeze to death or fall of a cliff f*** f***,Sheila Flood,negative
rt AT_USER looking for tips to avoid viruses and bugs during the winter? read my last post : URL holistic na\u2026,Sheila Flood,neutral
rt booteafitness: winter survival kit! save \u00a312 on these energy fuelled products URL + more o\u2026 URL,Sheila Flood,neutral
"rt AT_USER screw you winter, you don't scare us! for we have a secret weapon! mulledsangr\u00eda AT_USER AT_USER URL",Sheila Flood,positive
six letter winners and 5 state qualifiers are back on the mat for fort calhoun this winter: URL URL,Sheila Flood,neutral
"winter is near\"" \u2744\ufe0f\u2744\ufe0f\u2744\ufe0f time to get ready for christmas, the new year, snow and funnnnn!! \u26c4\ufe0f\ud83e\udd17 *me +\u2026 URL",Sheila Flood,positive
aceo original watercolor painting winter field mouse chickadee snow by j. weiner - bid now\u2026 URL URL,Sheila Flood,neutral
AT_USER he does have that famous 'red zone'. word is alexis will get a small winter break.,Sheila Flood,neutral
rt AT_USER watch me spreading the love around montreal for the winter classic jersey signing at AT_USER on nov. 29th: https:/\u2026,Sheila Flood,positive
rt AT_USER power trip confirms 2016 tour AT_USER AT_USER AT_USER URL AT_USER AT_USER https:/\u2026,Sheila Flood,neutral
faux fur and suede. perfect autumn/winter combo \ud83c\udf43\u2744 30daystillxmas URL,Sheila Flood,positive
AT_USER AT_USER no she said the winter finale will be a payoff for long time fans from what i remember not ep 10,Sheila Flood,neutral
yahh here in russia its winter started much snow ...its to cold even though need to attend class..n keep moving... but its awsom to b here,Sheila Flood,positive
rt AT_USER all of my winter/holiday outfits will still be all black. i wear my holiday cheer and enthusiasm on the inside.,Sheila Flood,neutral
rt AT_USER it's time for the winter mani! rt &amp; follow to win our nail art tool kit. ends 25th nov. t&amp;cs. URL pwb,Sheila Flood,positive
rt AT_USER winter soccer classic rosters available - see drago for details.,Sheila Flood,neutral
"if you've brought your fairy garden indoors for the winter, perhaps it's time to clean it out and give it a... URL",Sheila Flood,neutral
rt AT_USER winter is coming \u2744\ufe0f\u2744\ufe0f URL,Sheila Flood,neutral
winter crop by hh photography of florida URL crated via AT_USER vegetables farm buyart,Sheila Flood,neutral
AT_USER ;w; i wish it would snow here. i'm getting kinda hopeful it'll snow in calgary when i head over for the winter break.,Sheila Flood,negative
"on these cold days and evenings, drop in for traditional reminders of sunnier times or for warming winter additions to our menu.",Sheila Flood,positive
rt AT_USER winter hasn't even really started but that doesn't stop the winter blues from kicking in,Sheila Flood,negative
AT_USER hey thanks for finding us. for some great art and screenshots of deepdwell check out winter 9 studios fb page,Sheila Flood,neutral
"AT_USER hey if you guys need any help promoting/merch/tour crew etc for the winter tour (new haven, ct &amp; boston, ma) let me know!!",Sheila Flood,positive
AT_USER because they know that we love them as much as they do. even more this winter they can feel everyone's love \ud83d\udc8c,Sheila Flood,positive
5sos x winter is socute i mean everyone is wearing coats and cute beanies i want this back i love it more than anything,Sheila Flood,positive
winter is coming and so the epic snowboard &amp; ski vids. like this 1 - shades of winter trailer URL via youtube,Sheila Flood,neutral
gams participates in arlington campus winter food drive the arlington campus is currently collecting donations for the winter food...,Sheila Flood,neutral
".AT_USER newsletter: frankenfish, snowy winter, budget, happythanksgiving URL akleg URL",Sheila Flood,neutral
"i still remember back in december, it was the hottest winter from the sunrise to midnight the love dey enter",Sheila Flood,positive
memories made in the coldest winter,Sheila Flood,neutral
circle city chorale winter concert URL URL,Sheila Flood,neutral
\u2744\ufe0fthe secret stage school is running a 2 day winter workshop culminating in a mini-production!!!\u2744\ufe0f\u2026 URL,Sheila Flood,positive
knitted ladies casual turtleneck and o-neck plus size plus size winter dresses other casual URL,Sheila Flood,neutral
moose racing complete heated winter pack without grips (0631-0015) URL URL,Sheila Flood,neutral
rt AT_USER indian spices winter season delicious nutritious available everywhere use in everything! especiallyturmeric http\u2026,Sheila Flood,positive
barely know her music but i love this cover URL,Sheila Flood,positive
gift for her winter gloves knit fingerless gloves by plexisart URL via AT_USER,Sheila Flood,neutral
"AT_USER winter ball rarely makes a big difference, but he's definitely in a tough org because of bullpen depth.",Sheila Flood,negative
i am cold as the winter wind when it breeze yo \ud83c\udf2c,Sheila Flood,negative
i just want to watch a lot of christmas movies during winter break...,Sheila Flood,neutral
rt AT_USER chancellor is set to inject money into the nhs for winter. what's your take? read more: URL URL,Sheila Flood,neutral
rt AT_USER winter is here but we can pretend it's not with beachball volleyball in pe! AT_USER rdpsd URL,Sheila Flood,negative
someone take me to winter wonderland \u2744\ufe0f\ud83c\udf2c\u2603\u26f8,Sheila Flood,positive
"there are 37 days, 23 hours, 24 minutes and 44 seconds until the sherlock winter special airs in the uk \u30b7\u30e3\u30fc\u30ed\u30c3\u30af",Sheila Flood,positive
a big shout out to the quran academy cardiff team. mashallah they are working hard for the upcoming winter... URL,Sheila Flood,positive
you can watch the new york theatre ballet's 'the nutcracker' for free this winter URL,Sheila Flood,neutral
five winter wellness escapes for engaged couples... URL URL,Sheila Flood,neutral
rt AT_USER bergesj\u00f8en; hedmark/norway. around the whole ocean - we had a great winter tour - walking every day\u2603 URL,Sheila Flood,positive
eating big &amp; getting big \u2705 putting in the work all autumn/winter to really bring something\u2026 URL,Sonia Doshi,positive
rt AT_USER winter in texas means going to sleep wearing a coat and scarf and waking up wearing a tank top.,Sonia Doshi,negative
rt AT_USER congratulations to the winter hill wildcats - 2015 intramural volleyball championship AT_USER URL,Sonia Doshi,positive
"one \""innovating forecaster\"" highlights potential for very snowy winter in mid-atlantic, d.c. and 28 ft of snow @ dca URL",Sonia Doshi,neutral
winter weather advisory for cowley co. from 6:00 pm thu until 6:00 am sat (cst),Sonia Doshi,negative
rt AT_USER sm entertainment confirms exo's special winter album! URL URL,Sonia Doshi,positive
rt AT_USER i liked a AT_USER video from AT_USER URL new village guard rant! clash of clans new winter update 20\u2026,Sonia Doshi,positive
rt AT_USER winter is coming\u2026 but don't hibernate yet. we're itching to take this gtr out of the garage! photo: AT_USER https:/\u2026,Sonia Doshi,positive
christmas winter bunnies card by legift URL via AT_USER,Sonia Doshi,positive
and so it begins! \ud83c\udf28\u2603\u2744\ufe0f winter @ university of montana URL,Sonia Doshi,positive
"hey, i found this really awesome etsy listing at URL",Sonia Doshi,positive
"talk me through winter wonderland but, prime opportunity for some youngsters\"" AT_USER pedo bastert",Sonia Doshi,positive
miss mia getting bribed to put her winter jacket on....what's she like? lol,Sonia Doshi,neutral
by dustyn89 URL i love mthood in the summer but winter is finally he\u2026 URL URL,Sonia Doshi,positive
AT_USER iheartshawnandcamila - favorite thing about winter?,Sonia Doshi,positive
rt AT_USER fox brooch hand painted hand cut winter animals badge pin by fawa1 URL via AT_USER etsy wholesale art j\u2026,Sonia Doshi,neutral
AT_USER and AT_USER teamed up to preview winter sports at mhs. check out the previews here-&gt; URL,Sonia Doshi,positive
layering of long and short - on trend winter styling ! jewelry stylingtips swarovski URL,Sonia Doshi,positive
she looks cold... URL,Sonia Doshi,negative
singletrackflow / 20 cm of snow and -15c...winter's on the doorstep AT_USER AT_USER AT_USER fatbike fa\u2026 URL,Sonia Doshi,negative
can't wait to spend this weekend with nat at portobello road and winter wonderland,Sonia Doshi,positive
winter is the time of year when i'd like to start up a vaseline charity and hand out pots of it to certain people who's lips are in need,Sonia Doshi,negative
rt AT_USER christmas art! snowman &amp; basset hound URL snowman artsetfree holidays URL,Sonia Doshi,positive
winter weather alert day in effect for southeastern ne on thanksgiving day due to the threat of ice and snow. newx URL,Sonia Doshi,negative
i love you.. baby aaaaa~~~ got7 confessionsong gobaek song confession mad winter special\u2026 URL,Sonia Doshi,positive
hear johnny winter highway 61 revisited on guitars radio URL,Sonia Doshi,neutral
.AT_USER winter 2016/17 flights &amp; holidays are now on sale! book now for the best prices: URL URL,Sonia Doshi,positive
"it may not officially be winter, but it feels like it! here are some energy-saving tips to help you adjust. URL",Sonia Doshi,negative
rt AT_USER who's ready for winter? \ud83d\ude0d\ud83d\ude4b URL,Sonia Doshi,neutral
skadi winter\u2019s thoughts about\u00a0writing URL,Sonia Doshi,neutral
sad to see the premium wheels go away for the winter but i guess black doesn't look too bad URL,Sonia Doshi,neutral
"rt AT_USER lady gaga, arriving at a recording studio in london, wore a leather outfit from coach fall/winter 2015-2016. URL",Sonia Doshi,neutral
i need to buy clothes for winter but going alone is crap and i'm too awkward to ask my friends to come with me,Sonia Doshi,negative
"URL following protest, barnard instates free winter break housing for students with \""financial or personal\"" need nycn\u2026",Sonia Doshi,positive
always use a\u00a0moisturizer with spf\u00a0in the morning. even in the winter! beauty beautyhome beautylondon mobilebeauticians beautyexpress,Sonia Doshi,neutral
50% off all new season outerwear when you enter coupon code &amp;8220;winter&amp;#8221; at checkout 50% off all new... URL,Sonia Doshi,positive
rt AT_USER if you get cold this winter my thighs are here to keep your ears warm,Sonia Doshi,positive
sarah is so boss in our winter white designer dress by AT_USER size 16 available now and size\u2026 URL,Sonia Doshi,positive
just watched as nights blindspot winter finale and i'm speechless!! what a twist.. shocker waitingforfebuary,Sonia Doshi,positive
rt AT_USER happy thanksgiving from everyone at kosmos insurance - 4 steps to home winter preparation - URL ht\u2026,Sonia Doshi,positive
rt AT_USER who is coming to winter ramp 2015?,Sonia Doshi,neutral
rt williamjsisson can't beat a good book winter motivation trainhard hawaii dreamon fb URL,Sonia Doshi,positive
"rt AT_USER you're preparing for thanksgiving, but we're readying for winter. find out more: URL subscribe: https\u2026",Sonia Doshi,neutral
beauty feninity alaruss alenka cold winter yaroslavlmuseum yaroslavl by beautiful_\u2026 URL URL,Sonia Doshi,positive
winter depression? read the norwegian secret to enjoying a long winter URL,Sonia Doshi,negative
our scale mail poncho was made for winter layering! add in a long sleeve shirt and a belt-done! URL,Sonia Doshi,neutral
regretting my decision to be a little overachiever &amp; take a winter class \ud83e\udd13\ud83d\ude43,Sonia Doshi,negative
rt AT_USER will dc look like this again this winter? find out on AT_USER at 5 with doug hill's winter outlook. URL,Sonia Doshi,neutral
besafebeseen is back! free reflective stickers for your kids this winter are all yours now URL URL,Sonia Doshi,positive
marchesa is looking for pr intern for winter 2015-16 URL hotjobs,Sonia Doshi,neutral
rt AT_USER does anybody wanna go to winter formal with AT_USER ? she's literally desperate,Susannah DeRoss,neutral
hold up though simon cowell's at winter wonderland and i'm not \ud83d\ude44,Susannah DeRoss,neutral
rt AT_USER when winter time come\ud83d\ude2d URL,Susannah DeRoss,neutral
"AT_USER being broke in winter months is always a bit worse, i find.",Susannah DeRoss,negative
"AT_USER i'm pretty sure my classes are ending before winter break, but if i see an opening i will definitely message you :)",Susannah DeRoss,positive
new winter tikituesday drops tonight! URL,Susannah DeRoss,neutral
AT_USER winter has been proven to do that,Susannah DeRoss,neutral
"be sure you're prepared for the winter season, and the packs of roaming hungry wolves that comes with it.",Susannah DeRoss,negative
dogs left outside w/o shelter this winter need your help. support AT_USER today &amp; help build a doghouse! URL,Susannah DeRoss,negative
rt AT_USER primroses from my front garden to brighten a horrible winter's day! \ud83d\ude00\ud83c\udf3c\ud83d\ude00 URL,Susannah DeRoss,positive
AT_USER me in winter URL,Susannah DeRoss,neutral
join me AT_USER fundraiser AT_USER &amp; try their winter ale! tpf4ycheers URL URL,Susannah DeRoss,positive
"rt AT_USER strangers have come to yyc airport with signs, books, teddies, winter items to greet 16 syrian refugees: URL",Susannah DeRoss,positive
AT_USER AT_USER AT_USER good good always good to mix it up. yea i'll be at winter league at the pool when i get chance!,Susannah DeRoss,positive
AT_USER AT_USER it'll be a floating wall. with armed guards only on the american side in little dingy's even in the winter!,Susannah DeRoss,neutral
almost winter. time to start wearing more and going out less.,Susannah DeRoss,negative
2014 winter slim fashion luxury large fox fur collar windproof waterproof warm duck down\u2026 URL URL,Susannah DeRoss,neutral
oh my god \ud83d\ude36\ud83d\ude33 URL,Susannah DeRoss,neutral
winter olympics: through the years - URL URL,Susannah DeRoss,neutral
my parents are spoiling me with new winter tires. why thank you!,Susannah DeRoss,positive
connecticut hartford newhaven ultimate guide to winter festivals and events in connecticut URL,Susannah DeRoss,neutral
i still don't know who the m gonna stay with during the winter break...,Susannah DeRoss,neutral
"rt AT_USER 20,000 syrian refugee families need urgent help in winter, please donate URL warmtheirhearts https:/\u2026",Susannah DeRoss,positive
people who say winter is their favorite season are wrong.,Susannah DeRoss,negative
AT_USER one winter i got caught in a blizzard and this ole buzzard lookin bitch was giving me beacoup fever lol,Susannah DeRoss,negative
AT_USER can this! in his sleep URL,Susannah DeRoss,neutral
".AT_USER here, you can take a few tequila shots &amp; you won't feel cold anymore ;) tequilasdelse\u00f1or URL",Susannah DeRoss,positive
rt AT_USER our new limited edition winter truffles have landed! get yours now AT_USER chorlton URL,Susannah DeRoss,positive
rt AT_USER i'd be perfectly fine if the weather stayed like this all winter!,Susannah DeRoss,positive
perfect for cliff jumps. not bad for winter lol URL,Susannah DeRoss,neutral
my winter eat everything bod is beginning to show i need to hit the gym now,Susannah DeRoss,neutral
rt AT_USER winter weddings in the rocky mountains are stunning AT_USER canmore canmorewedding mountains URL,Susannah DeRoss,positive
and today........ winter is coming..... xx AT_USER stainedglass winter URL,Susannah DeRoss,neutral
"rosters for 2016 winter classic alumni game - new york - the national hockey league, the boston bruins and mont... URL",Susannah DeRoss,neutral
rt AT_USER winter doesnt seem to offer anythin to the table except wank weather and over thinking,Susannah DeRoss,negative
summer URL,Susannah DeRoss,neutral
free!!! trust hartzdogpads for your pets! receive $2.00 off to help prepare for the winter. walmart freesamp URL,Susannah DeRoss,positive
rt AT_USER enter AT_USER football in paradise sweeps and you could be spending a few days in hawaii this winter! ad htt\u2026,Susannah DeRoss,positive
timeless elegance for winter. moynat ballerine mountstreet URL,Susannah DeRoss,neutral
AT_USER \ud83d\ude02 i can imagine him. but it is winter? it sort of makes sense. mike said 'it's not a f***ing fashion show' \ud83d\ude29\ud83d\ude29,Susannah DeRoss,negative
register for winter classes &amp; workshops before holiday madness URL,Susannah DeRoss,neutral
"neely, bourque highlight bruins-#canadiens AT_USER winter classic alumni game - AT_USER - URL",Susannah DeRoss,neutral
"\ud83d\udcf7 ghostbellies: commission for the lovely and flufffffyyy asalep! winter is creeping up on us, and the... URL",Susannah DeRoss,neutral
"rt AT_USER alpine county: ebbetts pass/state route 4 has been closed, just west of lake alpine, for the winter season URL",Susannah DeRoss,neutral
"rt AT_USER russian spy laughing through his execution in finland during the winter war, 1939. URL",Susannah DeRoss,negative
evolution of a winter look URL,Susannah DeRoss,neutral
its time to move away from those contour kits &amp; pick up some pink blush... URL tuesdaytrend beauty makeup,Susannah DeRoss,neutral
"AT_USER seems to be winter for me, nothing all year and 3 in recent weeks (two on consecutive days)",Susannah DeRoss,neutral
shoes 1: northside icicle winter boot (toddler/little kid/big kid): northside icicle\u2026 URL,Susannah DeRoss,neutral
"aaron boone\"" URL",Susannah DeRoss,neutral
"jc arts council winter gallery walk downtown will feature artists, free wine, live music, and\u00a0santa URL",Tiffany Luong,positive
something from AT_USER and AT_USER to help bridge the gap between fall and winter: URL,Tiffany Luong,positive
rt AT_USER don't let colder weather hinder your exercise routine! check out these winter health excuse debunks and get on... https:\u2026,Tiffany Luong,neutral
rt AT_USER winterstyle winter chanel menshair menstyle menswear mensfashion whyred calvinklein levis\u2026 URL,Tiffany Luong,neutral
"rt AT_USER franklin, phelps, adrian to swim at us winter nats; nbc to tape\u00a0delay URL",Tiffany Luong,neutral
rt AT_USER i hate winter sometimes because my lips are constantly chapped and destroyed :-(,Tiffany Luong,negative
no lieeeeeeeer URL,Tiffany Luong,neutral
AT_USER AT_USER winter is coming,Tiffany Luong,neutral
adding some silver finishing touches to my felt purses in front of the fire on this cold winter evening :-) URL,Tiffany Luong,positive
rt AT_USER winter weekend inspiration: the 10 best christmas markets to visit this year URL URL,Tiffany Luong,positive
gigi hadid and domhnall gleeson take the perfect winter break in the season\u2019s most romantic looks URL,Tiffany Luong,positive
rt AT_USER san diego really didn't prepare me well for winter outside of san diego,Tiffany Luong,negative
rt AT_USER a solitary tree surviving another harsh winter in yellowstone national park. wyoming . foto/ anita erdmann URL,Tiffany Luong,positive
URL AT_USER here ya go..i think we found a winter dinner winner,Tiffany Luong,positive
16 snowy winter nail art ideas - URL,Tiffany Luong,positive
"winter has arrived \u26c4\ufe0f\u2744\ufe0f @ deschutes river woods, bend, oregon URL",Tiffany Luong,neutral
dreamy mint &amp; metallic hot cocoa stand party // hostess with the mostess\u00ae URL,Tiffany Luong,positive
marmot ares 600 down jacket black grey brown size small puffer puffy ski winter at tactical gear zone URL marmot cam\u2026,Tiffany Luong,neutral
k-8 gathered for ahs winter assembly. lots of trojan spirit makes for one loud gym! trojanpride URL,Tiffany Luong,positive
AT_USER amazing acting by AT_USER on this winter finale. blindspot AT_USER great writing AT_USER,Tiffany Luong,positive
check out 2015 winter boots lace up ankle casual brand winter shoes 9 colors # ankleboots URL via AT_USER,Tiffany Luong,neutral
"1. jessicajones happened to be set mostly before daredevil. it was still winter at the beginning, and there was no snow in daredevil at all",Tiffany Luong,neutral
rt AT_USER lunchtime view 1pmlunch winter sun \u263a URL,Tiffany Luong,neutral
AT_USER just got the new stadium series winter hat this afternoon. jerseys look sick.,Tiffany Luong,positive
AT_USER AT_USER yesssss i want to go \u2661\u2661\u2661\u2661\u2661 the next winter! i need to talk about that with aguss lol,Tiffany Luong,positive
15 ways to wear thigh-high boots this winter: thigh-high boots are the boots of the season. in leather and sue... URL,Tiffany Luong,positive
6 spots you'll want to escape to this winter URL,Tiffany Luong,neutral
lovely winter child\ud83d\ude0d,Tiffany Luong,positive
check out our pinterest board filled with fun winter activities: URL whitworthschool,Tiffany Luong,positive
rt AT_USER for those thinking of a new look this winter check out this season's hottest hairstyle looks URL v\u2026,Tiffany Luong,positive
winter forest illustration winter snow seasonal deer hoildays shop beautiful society6\u2026 URL,Tiffany Luong,neutral
7 most alluring winter vacation spots for tourists in india URL time for a hot winter break! URL,Tiffany Luong,positive
rt AT_USER my asthma is finna be acting up thanks to winter \ud83d\ude29,Tiffany Luong,negative
who are you telling? URL,Tiffany Luong,neutral
rt AT_USER join us december 3rd at our winter social &amp; register here! URL lmamkt legalmarketing law legal,Tiffany Luong,neutral
"anyway, a nice cup of tea before i go to bed always sets that winter vibe \u2615\ufe0f\u2744\ufe0f. going to be a good week!! \u2728",Tiffany Luong,positive
i usually hate snow and winter but this snow is honestly brightening up my day \u263a\ufe0f\u2744\ufe0f,Tiffany Luong,positive
come in from the cold and warm yourself by our fire. winter aberdeen AT_USER URL,Tiffany Luong,positive
winter jacket wool women army green coat by yl1dress URL URL,Tiffany Luong,neutral
"miss ya buddy, lay some kids out playing hockey on your first winter in heaven. URL",Tiffany Luong,negative
the tickets for winter brew fest have arrived!! be sure to get yours today at\u2026 URL,Tiffany Luong,positive
"rt AT_USER our winter craft sale starts monday, nov. 30 at 10 a.m. come get some crafts! URL URL",Tiffany Luong,positive
rt AT_USER singletrackflow / 20 cm of snow and -15c...winter's on the doorstep AT_USER AT_USER AT_USER fatbike fa\u2026 https:/\u2026,Tiffany Luong,negative
AT_USER AT_USER we can all match to the del oso winter thing,Tiffany Luong,neutral
"AT_USER as a thanks for the follow, we\u2019d like to share our top reasons why planterra loves winter weddings! URL",Tiffany Luong,positive
rt AT_USER thefosters returns jan. 25 URL,Tiffany Luong,neutral
y'all i'm see the boy tomorrow and now i gotta shave my legs gotta keep the illusion that im not lazy and still shave my legs in the winter,Tiffany Luong,neutral
i feel it will be a long long winter. the longest of my life.,Tiffany Luong,negative
winter storm watch for beaver county until 12:00pm saturday. URL okwx,Tiffany Luong,negative
check out northwest beer guide's preview of our 5th annual winter beer tasting on dec. 3: URL,Tiffany Luong,positive
way too excited for san fran over winter break\ud83d\ude0d\u2708\ufe0f\u2708\ufe0f\u2708\ufe0f,Trinity Lin,positive
rt AT_USER beat the winter blues with reiki! is the sudden return of winter to calgary getting you down? the winter blues... https:\u2026,Trinity Lin,neutral
rt AT_USER awesome winter boots - URL URL,Trinity Lin,positive
rt AT_USER fantastic turnout for the AT_USER winter talk-in AT_USER tonight. URL,Trinity Lin,positive
"winter tires won't be here till friday, someone take me to starbucks and the gym and if we don't do cardio i'll buy you ice-cream",Trinity Lin,neutral
the fact that winter housing is free is so clutch,Trinity Lin,positive
this is bae URL,Trinity Lin,positive
"there are 37 days, 23 hours, 34 minutes and 44 seconds until the sherlock winter special airs in the uk sherlockholmes",Trinity Lin,neutral
let's shake things up with some warm winter wishes! URL URL,Trinity Lin,positive
our annual winter food drive has officially begun with our toronto office making the first move! gbfooddrive URL,Trinity Lin,positive
rt AT_USER good night from finland \u00a4 winter night in a village - nature photography by aku eronen blogger travel URL,Trinity Lin,neutral
i just earned the 'winter wonderland (level 2)' badge on AT_USER URL,Trinity Lin,neutral
my nose always get a line on it once winter come,Trinity Lin,neutral
rt AT_USER hello AT_USER winter! find us in expo hall b to test the new a40 + mixamp tr! info: URL URL,Trinity Lin,neutral
the first piece of our winter collection is now in the online shop! :) cozy warm hoodie in unisex sizes. the next \u2026 URL,Trinity Lin,neutral
this would be a dope baecation deal. but i don't have a bae. friendcation? URL,Trinity Lin,neutral
ornamental kale for some winter color along my front walkway.flower flowerstagram flowers garden URL,Trinity Lin,neutral
where to eat at dia \u2013 winter 2015 edition URL via AT_USER,Trinity Lin,neutral
first snowfall \u263a\ufe0f\u2744\ufe0f\u2744\ufe0f mtl montreal winter snow snowfall likeforlike followforfollow\u2026 URL URL,Trinity Lin,neutral
jackson ms real estate team: sell for top dollar this winter: URL via AT_USER,Trinity Lin,neutral
AT_USER haha! this was great. they sure are cozy to wear at home and to take your dog out in the winter mornings!,Trinity Lin,positive
rt AT_USER hahahhaa with u on that one polly \ud83d\ude2d\ud83d\ude02 URL,Trinity Lin,neutral
winter doesnt seem to offer anythin to the table except wank weather and over thinking,Trinity Lin,negative
where\u2019s this fall weather? last i knew this was fall not winter. this freezing cold weather is bulls***! URL,Trinity Lin,negative
isn't she cold\u00bf? URL,Trinity Lin,neutral
AT_USER you gonna be wearing your bears winter hat too?,Trinity Lin,neutral
winterization tips for trucking fleets: URL via AT_USER winter,Trinity Lin,neutral
diane kruger likes to wear uggs - ugg boots super sexy for the winter! URL,Trinity Lin,neutral
rt AT_USER niagara falls froze solid in the winter of 1925,Trinity Lin,neutral
